split,strategy,ade,fde,history_aware_mean_jerk,rms_geometric_jerk,p95_geometric_jerk,cross_boundary_mean_jerk,future_internal_mean_jerk,cross_boundary_fraction,third_difference_error,cross_boundary_third_difference_error,future_internal_third_difference_error,velocity_boundary_error,acceleration_boundary_error,endpoint_shift,delta_ade,delta_fde,delta_jerk,g0,e0,g1,e1,g2,e2,g3,e3,g4,e4,g5,e5
log_primary,"Fixed SG(5,2)",0.800810725477304,1.7200928196499916,1.0469909088732234,1.4600092210415858,2.5553764591459553,1.6998958926151657,0.39408592513128093,0.7660343705025355,2.090762313917928,2.1308831451371706,2.0506414826986847,0.38056498288300844,0.8091527597386503,0.021127876737680865,-0.0010925586692876826,-0.0013518001249313242,-0.8310773852927688,1.9354973126123116,1.2958622334947794,1.8603373603556772,2.587279690287635,1.3038530048775085,2.509507511629097,0.19321041731710917,1.9715877024175523,0.7932458116585777,2.2206837716805357,0.19580154641815586,1.9596529739979662
log_primary,Raw,0.8019032841465917,1.7214446197749231,1.878068294165992,2.274382337490647,3.6483067571910883,1.9297932385739676,1.8263433497580168,0.5029436702071859,2.645480722564959,2.3055400697586297,2.9854213753712884,0.38137953476344977,0.8437910243434376,0.0,0.0,0.0,0.0,1.914459163961512,1.2783763369058567,1.8796564438470098,2.5800617167403197,1.9952641079133813,3.058182155629713,1.9696225747115657,3.093988518062226,1.774630324941192,2.943676346991731,1.734777149621292,2.918599261059908
log_primary,Validation-B-selected,0.7994129141816799,1.7210198665531504,1.0087355828951543,1.3908786031445048,2.423258047936947,1.6303856948239974,0.3870854709663114,0.76212598715293,2.0553700631460363,2.0714412120587173,2.0392989142333553,0.3790578052854032,0.7771129755450888,0.004435890701406266,-0.0024903699649118398,-0.0004247532217724884,-0.8693327112708378,1.913089662823705,1.2763558634930452,1.7662549288931917,2.4975291469287173,1.2118124927550953,2.440438625754389,0.35414614081514617,2.0412608242064603,0.47319392759980206,2.0661202266396392,0.333916344483986,2.010515691853967
